,Question,Answer
100,"9.	What statement is used to define a new assertion in SQL?
a)	create  check ;
b)	create assertion  where ;
c)	create  where ;
d)	create assertion  check ;
View Answer","Answer:  d
Explanation: We use “create assertion  check ;” statement to create a new assertion in a relation. "
101,"1.	Which of the following is not a valid Date and Time data type?
a)	date
b)	time
c)	datestamp
d)	timestamp
View Answer","Answer: c
Explanation: datestamp is not a valid Date and Time data type. Timestamp exists but datestamp does not exist in SQL."
102,"2.	What is a timestamp?
a)	A combination of date and time with date first
b)	A combination of date and time with time first
c)	A combination of time and place with time first
d)	A combination of time and place with place first
View Answer","Answer: a
Explanation: A timestamp is a combination of date and time with date first.
Eg: ‘2002-04-25 10:20:04.43’."
103,"3.	What does p indicate in the following data type?
time(p)
a)	The amount of delay that needs to be added to the time
b)	The number of fractional digits for the seconds
c)	The maximum number of allowed hours
d)	None of the mentioned
View Answer","Answer: b
Explanation: The p in the parentheses indicates the number of fractional digits for seconds."
104,"4.	What is a default value?
a)	It is a value that automatically creates a primary key
b)	It is a value that cannot be altered during insertion of values in the tuple
c)	It is a value that is initially loaded into the attribute
d)	None of the mentioned
View Answer","Answer: c
Explanation: A default value is a value that is initially loaded into the attribute. All the tuples have the default value in the attribute for which it is specified in case any value is not externally specified. "
105,"5.	Which of the following is an illegal data type in SQL
a)	number
b)	clob
c)	blob
d)	lint
View Answer","Answer: lint
Explanation: clob and blob are called large object data types. They can be used to store values that can go to the size of gigabytes. Number is used to store the basic integer data type. "
106,"6.	State true or false: Users can define new data types in SQL
a)	True
b)	False
View Answer","Answer: a
Explanation: SQL allows the creation of new data types using the “create type  as  final;” statement."
107,"7.	What does the following statement do?
create table temp_inst like institute
a)	It creates a new relation temp_inst with all the tuples and attributes of the institute relation
b)	It creates a new relation temp_inst with the same schema as that of the institute relation
c)	It creates a new relation named temp_inst with institute as its only attribute
d)	It does not create any relations and returns an error
View Answer","Answer: b
Explanation: The create table like statement creates a new relation which has a schema identical to that of the specified relation after the like keyword."
108,"8.	Which of the following is a privilege in SQL standard?
a)	select
b)	insert
c)	update
d)	All of the mentioned
View Answer","Answer: d
Explanation: The SQL standard includes the privileges select, insert, update and delete. This privilege set can be granted or revoked among the users. "
109,"9.	The _________ statement is used in SQL to confer authorization.
a)	grant
b)	confer
c)	implement
d)	permit
View Answer","Answer: a
Explanation: The grant statement is used in SQL to confer authorization. It has the syntax
grant <privileges> on <relation name> to <user list>;"
110,"10.	revoke select on takes from amit;
What does the above query perform?
a)	It revokes all authorizations from amit
b)	It revokes select authorization from amit
c)	It revokes takes authorization from amit
d)	It gives an error
View Answer","Answer: b
Explanation: The query mentions the revoking of the select privilege. So, the query revokes the select authorization from amit. "
111,"1.	Which of the following is/are a function of dynamic SQL?
a)	Allowing a program to construct an SQL query in a character string
b)	Submitting the query
c)	Retrieving the result into the program variables a tuple at a time
d)	All of the mentioned
View Answer","Answer: d
Explanation: Dynamic SQL allows the program to construct the queries in character string format, it submits them, and then retrieves the data into the program variables one tuple at a time."
112,"2.	What is the full form of JDBC?
a)	Java Database Connectivity
b)	Java Database Co-Operation
c)	JSP Database Committee
d)	Java Database Creation
View Answer","Answer: a
Explanation: The full form of JDBC is Java Database Connectivity. This full form is no longer widely used and the abbreviation is mostly used everywhere. "
113,"3.	State true or false: Developers cannot write their own functions into SQL
a)	True
b)	False
View Answer","Answer: b
Explanation: Developers can write their own functions into SQL by using the create function statement. "
114,"4.	Which of the following are not a part of PL/SQL
a)	Triggers
b)	Packages
c)	Functions
d)	None of the mentioned
View Answer","Answer: d
Explanation: All the three mentioned features i.e. triggers, functions, packages are a part of PL/SQL. "
115,"5.	The part of SQL that deals with the SQL supports constructs is called as _______
a)	Persistent construct dealer
b)	Persistent storage module
c)	Persistent supports center
d)	Primary storage medium
View Answer","Answer: b
Explanation: The part of SQL that deals with the SQL supports constructs is called as Persistent Storage Module (PSM). The SQL supports construct give it almost all the power of a general purpose programming language. "
116,"6.	A _________ is a statement that the system executes whenever a database is modified
a)	Trigger
b)	Function
c)	Package
d)	Protocol
View Answer","Answer: a
Explanation: A trigger is a statement that the system executes whenever a database is modified. Immediately after the specified modification of the database is complete, the trigger statement gets executed and then the execution is continued."
117,"7.	State true or false: Recursive queries are permitted in SQL
a)	True
b)	False
View Answer","Answer: a
Explanation: Recursive queries can be used in SQL in order to verify a condition repeatedly. SQL allows recursive queries. "
118,"8.	How many different types of drivers are present in JDBC?
a)	1
b)	2
c)	3
d)	4
View Answer","Answer: d
Explanation: There are four types of JDBC drivers which are named JDBC Type 1,2,3,4 drivers respectively. "
119,"9.	Which JDBC Driver is the most efficient of all the JDBC drivers?
a)	Type 1 Driver
b)	Type 2 Driver
c)	Type 3 Driver
d)	Type 4 Driver
View Answer",Answer: The JDBC type 4 driver is the most efficient of all the JDBC drivers. This is an all Java driver and hence is the most efficient. 
120,"10.	Which package comprises of the core JDBC API?
a)	java.sql
b)	java.database
c)	sql.java
d)	java.relation
View Answer","Answer: a
Explanation: The java.sql package comprises of the core JDBC API. JDBC is an application program interface which contains all the functions to link and execute database functions in Java. "
121,"1.	What is the full form of OLAP?
a)	Online Application Programming
b)	Online Application Processing
c)	Online Analytical programming
d)	Online Analytical Processing
View Answer","Answer: d
Explanation: The full form of OLAP is Online Analytical Processing. It is an interactive system that gives various features to analysts."
122,"2.	Data that can be modelled as dimension attributes and measure attributes are called ___________
a)	Mono-dimensional data
b)	Multi-dimensional data
c)	Measurable data
d)	Efficient data
View Answer","Answer: b
Explanation: Data that can be modelled as dimension attributes and measure attributes are called multi-dimensional data."
123,"3.	The operation of changing a dimensions used in a cross-tab is called as ________
a)	Alteration
b)	Pivoting
c)	Piloting
d)	Renewing
View Answer","Answer: b
Explanation: We can change the dimensions used in a cross tab. The operation of changing a dimensions used in a cross-tab is called as pivoting."
124,"4.	The operation of moving from finer granular data to coarser granular data is called _______
a)	Reduction
b)	Increment
c)	Roll up
d)	Drill down
View Answer","Answer: c
Explanation: OLAP systems permit users to view the data at any level of granularity. The process of moving from finer granular data to coarser granular data is called as roll-up."
125,"5.	How many dimensions of multi-dimensional data do cross tabs enable analysts to view?
a)	1
b)	2
c)	3
d)	None of the mentioned
View Answer","Answer: b
Explanation:  Cross-tabs enable analysts to view two dimensions of multi-dimensional data, along with the summaries of the data."
126,"6.	The  _______ function allows substitution of values in an attribute of a tuple
a)	Cube
b)	Unknown
c)	Decode
d)	Substitute
View Answer","Answer: c
Explanation:  The decode function allows substitution of values in an attribute of a tuple. The decode function does not always work as we might like for null values because predicates on null values evaluate to unknown."
127,"7.	Which of the following OLAP systems do not exist?
a)	HOLAP
b)	MOLAP
c)	ROLAP
d)	None of the mentioned
View Answer","Answer: d
Explanation: HOLAP means Hybrid OLAP, MOLAP means multidimensional OLAP, ROLAP means relational OLAP. This means all of the above OLAP systems exist."
128,"8.	State true or false: OLAP systems can be implemented as client-server systems
a)	True
b)	False
View Answer","Answer: a
Explanation: OLAP systems can be implemented as client-server systems. In fact most of the current OLAP systems are implemented as client-server systems."
129,"9.	The operation of moving from coarser granular data to finer granular data is called _______
a)	Reduction
b)	Increment
c)	Roll back
d)	Drill down
View Answer","Answer: d
Explanation: OLAP systems permit users to view the data at any level of granularity. The process of moving from finer granular data to coarser granular data is called as drill-down."
130,"10.	State true or false: In OLAP, analysts cannot view a dimension in different levels of detail.
a)	True
b)	False
View Answer","Answer: b
Explanation: In OLAP, analysts cannot view a dimension in different levels of detail. The different levels of detail are classified into a hierarchy."
131,"1.	Which of the following is not a relational algebra function?
a)	Select
b)	Project
c)	Manipulate
d)	Union
View Answer","Answer: c
Explanation: There does not exist any operation named as manipulate operation in relational algebra. The union gives the union of two sets. Project is similar to select in SQL and select is similar to where in SQL."
132,"2.	The select operation’s function in relational algebra is identical to the _______ clause in SQL
a)	where
b)	from
c)	select
d)	none of the mentioned
View Answer","Answer: a
Explanation: The select operation’s function in relational algebra is identical to the where clause in SQL standard. It is therefore used to check for a particular condition."
133,"3.	The project operation’s function in relational algebra is identical to the _______ clause in SQL
a)	where
b)	from
c)	select
d)	none of the mentioned
View Answer","Answer: c
Explanation: The project operation’s function in relational algebra is identical to the select clause in SQL standard. It is used to list the attributes that are to be displayed."
134,"4.	What does the following relational operation perform?
ρx(A1,A2,A3…) (E)
a)	It returns the result of expression E with the previous attribute names
b)	It returns the result of expression E renaming the attributes as A1, A2, …
c)	It returns the result of the relation E but saves the old attributes
d)	None of the mentioned
View Answer","Answer: b
Explanation: If a relational-algebra expression E has arity n, then the above expression returns the result of expression E under the name X, and with the  attributes renamed to A1 , A2 , …., An."
135,"5.	What does the following relational algebra expression do?
σamount > 1200 (loan)
a)	Finds all the tuples in loan
b)	Finds the tuples in loan where the amount is greater than 12000
c)	Finds all the tuples in loan where the amount is greater than 1200
d)	Finds all the amounts in loan where the number of values is greater than 1200
View Answer","Answer: c
Explanation: The above expression finds all the tuples in loan wherever the amount is greater than 1200. Because the condition specifies that the amount should be greater than 1200."
136,"6.	How is the left outer join symbol represented in relational algebra?
a)	⟕
b)	⟖
c)	⟗
d)	⋈
View Answer","Answer: a
Explanation: The symbol of the left outer join is similar to the symbol of the natural join but it has two dashes on the top and bottom left side."
137,"7.	How is the right outer join symbol represented in relational algebra?
a)	⟕
b)	⟖
c)	⟗
d)	⋈
View Answer","Answer: b
Explanation: The symbol of the right outer join is similar to the symbol of the natural join but it has two dashes on the top and bottom right side."
138,"8.	Πcustomer_name, loan_number, amount (borrower ⋈loan)
What does the above expression perform?
a)	It finds the customer_name, loan_number and amount from borrower
b)	It finds the customer_name, loan_number and amount from loan
c)	It finds the customer_name, loan_number and amount from the full outer join of borrower and loan
d)	It finds the customer_name, loan_number and amount from the natural join of borrower and loan
View Answer","Answer: d
Explanation: The above relational algebra expression finds the customer_name, loan_number and amount from the natural join of borrower and loan as the attributes are written next to the project symbol and the relation to be extracted from is mentioned in the parentheses which is the natural join of borrower and loan."
139,"9.	Updating, Deleting and Inserting in relational algebra is done using the ________ operator
a)	Assignment
b)	Modification
c)	Alteration
d)	Inclusion
View Answer","Answer: a
Explanation: Updating, Deleting and Inserting in relational algebra is done using the assignment operator."
140,"10.	State true or false: There exists a division operator in Relational Algebra
a)	True
b)	False
View Answer","Answer: a
Explanation: The division is a binary operation that is labeled as R ÷ S. The result consists of the restrictions of tuples in R to the attributes unique to R, i.e., in the relation R but not in the relation S."
141,"11.	The collections on which aggregate functions can operate are called as __________
a)	Multisets
b)	Multivalues
c)	Multicollections
d)	Multivariables
View Answer","Answer: a
Explanation: The collections on which aggregate functions can operate are called as multisets. Sets are a special case of multisets."
142,"1.	The _________ of the entity set is an actual collection of entities belonging to that entity set.
a)	Extension
b)	Intention
c)	Description
d)	Availability
View Answer","Answer: a
Explanation: The extension of the entity set is an actual collection of entities belonging to that entity set. "
143,"2.	A ___________ is an association among several entities.
a)	Relationship
b)	Association
c)	Set
d)	Combination
View Answer","Answer: a
Explanation: A relationship is an association among several entities. A relationship specifies how two entities are related."
144,"3.	The attributes of a relationship are called as _________ attributes
a)	Relational
b)	Conjunctive
c)	Descriptive
d)	None of the mentioned
View Answer","Answer: c
Explanation: A relationship may also have attributes. These attributes are called as descriptive attributes. "
145,"4.	What are composite attributes?
a)	They are those attributes which cannot be further divided into other attributes
b)	They are those attributes which can further be divided into other attributes
c)	They are those attributes which are essentially the primary keys of the relation
d)	None of the mentioned
View Answer","Answer: b
Explanation: Composite attributes are the ones which can be further divided into other attributes whereas simple attributes cannot be divided into other attributes. "
146,"5.	Let E be an entity set in a relationship set R. If every entity in E participates in at least one relationships in R, Then the participation of E in R is __________
a)	Partial
b)	Total
c)	Complete
d)	Incomplete
View Answer","Answer: Total
Explanation: Let E be an entity set in a relationship set R. If every entity in E participates in at least one relation in R, Then the participation of E in R is total. "
147,"6.	Let E be an entity set in a relationship set R. If only some entities in E participate in relationships in R, Then the participation of E in R is __________
a)	Partial
b)	Total
c)	Complete
d)	Incomplete
View Answer","Answer: Total
Explanation: Let E be an entity set in a relationship set R. If only some entities in E participate in relationships in R, Then the participation of E in R is partial. "
148,"7.	State true or false: We cannot specify keys in the Entity-Relationship model
a)	True
b)	False
View Answer","Answer: b
Explanation: Keys can be specified in the entity-relationship model to uniquely identify the entity in the entity set. "
149,"8.	State true or false: Multiple attributes combined together can be primary keys
a)	True
b)	False
View Answer","Answer: a
Explanation: A primary key is an attribute or a set of attributes that can uniquely identify a tuple in a relation. So, this means that multiple attributes can be combined to uniquely identify a tuple in a relation. "
150,"9.	Which of the following is a good database management practice?
a)	Adding redundant attributes
b)	Removing redundant attributes
c)	Not specifying primary keys
d)	None of the mentioned
View Answer","Answer: b
Explanation: Removing redundant attributes from a relation makes data extraction more efficient and faster. Thus, it is a good database management technique. "
151,"1.	Which of the following symbols represent entity sets in an ER diagram?
a)	Divided rectangles
b)	Diamonds
c)	Lines
d)	Undivided rectangles
View Answer","Answer: a
Explanation: Rectangles divided into two parts represent entity sets in an ER diagram. The upper rectangle contains the name of the entity sets. And the lower rectangle contains the attributes. "
152,"2.	 Which of the following symbols represent relationship sets in an ER diagram
a)	Divided rectangles
b)	Diamonds
c)	Lines
d)	Undivided rectangles
View Answer","Answer: b
Explanation: Diamonds represent relationship sets in an ER diagram. Relationship sets define how two entity sets are related in a database."
153,"3.	What do double diamonds represent in an ER diagram
a)	They link entity sets to relationship sets
b)	Total participation of an entity in a relationship set
c)	Relationship sets linked to weak entity sets
d)	None of the mentioned
View Answer","Answer: c
Explanation: The double diamonds represent the relationship sets linked to weak entity sets. Weak entity sets are the sets that do not have a primary key. "
154,"4.	What does a directed line ( →  )  from a relationship set to two entity sets mean?
a)	One-one
b)	Many-one
c)	Many-many
d)	One-many
View Answer","Answer: a
Explanation: A directed line ( →  )  from a relationship set to two entity sets means that there is a one-one cardinality between two entity sets. "
155,"5.	How are roles specified in an ER diagram
a)	By labelling the rectangles
b)	By labelling the diamonds
c)	Roles cannot be specified in an ER diagram
d)	By labelling the lines
View Answer",Answer: E-R diagrams can include role indicators. Roles can be specified in an ER diagram by labelling the lines. 
156,"6.	How is the discriminator of a weak entity set specified?
a)	Using a solid line
b)	Circling it
c)	Using a dashed line
d)	Drawing a square around it
View Answer","Answer: c
Explanation: A discriminator of a weak entity set can be specified by underlining it with a dashed line. "
157,"7.	An entity set that has a primary key is called as ___________
a)	Strong entity set
b)	Weak entity set
c)	Complete entity set
d)	None of the mentioned
View Answer","Answer: a
Explanation: An entity set that has a primary key is called as a strong entity set. An entity set that does not have a primary key is called a weak entity set. "
158,"8.	The relationship associating the weak entity sets with the identifying entity set is called as ________
a)	Identifying relationship
b)	Connecting relationship
c)	Completing relationship
d)	Unique relationship
View Answer","Answer: a
Explanation: The relationship associating the weak entity sets with the identifying entity set is called as an Identifying relationship. An identifying set is a many to one from the weak entity set to the identifying entity set. "
159,"9.	State true or false: Every weak entity set must be associated with an identifying entity
a)	True
b)	False
View Answer","Answer: a
Explanation: Every weak entity set must be associated with an identifying entity. The weak entity is then said to be existence dependent on the identifying entity set. "
160,"10.	State true or false: A weak entity can participate in all the relationships.
a)	True
b)	False
View Answer","Answer: b
Explanation: It cannot participate in all the relationships. A weak entity set can only participate in relationships other than the identifying relationship. "
161,"1.	For schemas derived from strong entity sets, the _______ of the entity set serves as the primary key of the resulting schema
a)	First attribute
b)	Primary key
c)	Foreign key
d)	None of the mentioned
View Answer","Answer: b
Explanation: For schemas derived from strong entity sets, the primary key of the entity set serves as the primary key of the resulting schema. This is because the primary keys are to be preserved as they are unique."
162,"2.	State true or false: Derived attributes cannot be directly represented in the relational data model
a)	True
b)	False
View Answer","Answer: a
Explanation: Derived attributes cannot be directly represented in the relational data model. Instead, they are represented as methods. "
163,"3.	The primary key of the representation of a weak entity set consists of the primary key of the strong entity set and the _______
a)	Discriminator of the weak entity set
b)	Foreign key
c)	Primary key of all the other entity sets
d)	All the attributes of the weak entity set
View Answer","Answer: a
Explanation: The primary key of the representation of a weak entity set consists of the primary key of the strong entity set and the discriminator of the weak entity set. "
164,"4.	For a binary many to many relationship, the ________ of the participating entity sets becomes the prime attribute
a)	Intersection of primary keys
b)	Primary key of either one
c)	Union of primary keys
d)	Primary key on the many side
View Answer","Answer: c
Explanation: For a binary many to many relationship, the union of the primary keys of the participating entity sets becomes the prime attribute. "
165,"5.	For a binary one to one relationship, the ________ of the participating entity sets becomes the prime attribute
a)	Intersection of primary keys
b)	Primary key of either one
c)	Union of primary keys
d)	Primary key on the many side
View Answer","Answer: b
Explanation: For a binary one to one relationship, the primary key of either one of the participating entity sets becomes the prime attribute."
166,"6.	For a binary many to many relationship, the ________ of the participating entity sets becomes the prime attribute
a)	Intersection of primary keys
b)	Primary key of either one
c)	Union of primary keys
d)	Primary key on the many side
View Answer","Answer: d
Explanation: For a binary many to many relationship, the primary key on the many side of the participating entity sets becomes the prime attribute."
167,"7.	For a n-ary relationship set without arrows, the ________ of the participating entity sets becomes the prime attribute
a)	Intersection of primary keys
b)	Primary key of either one
c)	Union of primary keys
d)	Primary key on the many side
View Answer","Answer: c
Explanation: For a binary many to many relationship, the union of the primary keys of the participating entity sets becomes the prime attribute. "
168,"8.	State true or false: The schema for the relationship set linking a weak entity set to its corresponding strong entity set is redundant.
a)	True
b)	False
View Answer","Answer: a
Explanation: The schema for the relationship set linking a weak entity set to its corresponding strong entity set is redundant and it need not be present in the relational database design derived from an ER diagram. "
169,"9.	Statement 1: We can create foreign key constraints on relational schema derived from ER diagram
Statement 2: Relational schema cannot be derived from an ER diagram
a)	Both the statements are true
b)	Both the statements are false
c)	Statement 1 is true and Statement 2 is false
d)	Statement 2 is true and statement 1 is false
View Answer","Answer: c
Explanation: We can create foreign key constraints on relational schema derived from ER diagram and also it is possible to derive relational schema from ER diagrams. "
170,"10.	Which of the following can affect the placement of the relationship attributes?
a)	Alphabetical order
b)	The data in the attribute
c)	Cardinality ratio
d)	None of the mentioned
View Answer","Answer: c
Explanation: The cardinality ratio of a relationship can affect the placement of relationship attributes. The placement of the relationship attributes are not dependent on the alphabetical orderor the data in the attribute. "
171,"1.	The process of designating sub groupings within the entity set is called as _______
a)	Specialization
b)	Division
c)	Aggregation
d)	Finalization
View Answer","Answer: a
Explanation: The process of designating sub-groupings within the entity set is called as specialization. Specialization allows us to distinguish among entities. "
172,"2.	State true or false: Specialization can be applied only once
a)	True
b)	False
View Answer","Answer: a
Explanation:  We can apply specialization multiple times to refine a design. An entity set may also be specialized by more than one distinguishing feature. "
173,"3.	Which of the following is the specialization that permits multiple sets
a)	Superclass specialization
b)	Disjoint specialization
c)	Overlapping specialization
d)	None of the mentioned
View Answer","Answer: c
Explanation: Overlapping specialization is the type of specialization that permits multiple sets. But disjoint specialization does not permit multiple sets. Disjoint specialization permits at most one set."
174,"4.	The similarities between the entity set can be expressed by which of the following features?
a)	Specialization
b)	Generalization
c)	Uniquation
d)	Inheritance
View Answer","Answer: b
Explanation: The similarities between the entity set can be expressed by the generalization feature. It is a containment o the relationship that exists between a higher level entity set and one or more lower level entity sets."
175,"5.	Higher level entity sets are designated by the term _________
a)	Sub class
b)	Super class
c)	Parent class
d)	Root class
View Answer","Answer: b
Explanation: Higher level entity sets can also be designated by the term super class. In the similar manner lower level entity sets can also be designated by the term sub class. "
176,"6.	State true or false: The attributes of the higher level entity sets are inherited by the attributes of the lower level entity sets
a)	True
b)	False
View Answer","Answer: a
Explanation: The attributes of the higher level entity sets are inherited by the attributes of the lower level entity sets. But the inverse is not true in this case. "
177,"7.	Which of the following is not a generalization constraint?
a)	Condition-defined
b)	User defined
c)	Disjoint
d)	Machine defined
View Answer","Answer: d
Explanation: Machine definition is not a generalization constraint. Condition defined, user defined, disjoint and overlapping are 4 generalization constraints. "
178,"8.	Condition defined generalization constraint is also said to be ________
a)	Attribute defined
b)	Constraint defined
c)	Value defined
d)	Undefined
View Answer","Answer: a
Explanation: Condition defined generalization constraint is also said to be attribute defined."
179,"9.	If each higher level entity belongs to the lower level entity, then what kind of generalization is it?
a)	Modal generalization
b)	Partial generalization
c)	Total generalization
d)	None of the mentioned
View Answer","Answer: c
Explanation: If each higher level entity belongs to the lower level entity then it is called as total generalization. It is also called as total specialization. If some higher level entities do not belong, it is called as partial generalization."
180,"10.	________ is an abstraction through which relationships are treated as higher level entities
a)	Creation
b)	Superseding
c)	Attribute separation
d)	Aggregation
View Answer","Answer: d
Explanation: One limitation of E-R model is that it cannot express relationships among relationships. Thus for this purpose, aggregation is used. Aggregation is an abstraction through which relationships are treated as higher level entities. "
181,"1.	Which of the following is not a feature of a good relational design?
a)	Specifying primary keys
b)	Specifying foreign keys
c)	Preserving integrity constraints
d)	Allowing redundancy of attributes
View Answer","Answer: d
Explanation: Allowing redundancy of attributes makes it very difficult for data extraction. So, It is not a good relational design feature. "
182,"2.	The dependency rules specified by the database designer are known as _______
a)	Designer dependencies
b)	Database rules
c)	Functional dependencies
d)	None of the mentioned
View Answer","Answer: c
Explanation: The dependency rules specified by the database designer are known as functional dependencies. The normal forms are based on functional dependencies. "
183,"3.	If the decomposition is unable to represent certain important facts about the relation, then such a decomposition is called as?
a)	Lossless decomposition
b)	Lossy decomposition
c)	Insecure decomposition
d)	Secure decomposition
View Answer","Answer: b
Explanation: If the decomposition is unable to represent certain important facts about the relation, then such a decomposition is called as lossy decomposition. Lossy decompositions should be avoided as they result in the loss of data. "
184,"4.	If the decomposition is able to represent all the facts about the relation then such a decomposition is called as?
a)	Lossless decomposition
b)	Lossy decomposition
c)	Insecure decomposition
d)	Secure decomposition
View Answer","Answer: a
Explanation: If the decomposition is able to represent all the facts about the relation then such a decomposition is called as a lossless decomposition. Lossless decompositions are generally preferred. "
185,"5.	A domain whose elements are indivisible is called as ______
a)	Unique domain
b)	Proxy domain
c)	Atomic domain
d)	Multiple domain
View Answer","Answer: c
Explanation: A domain is said to be atomic if all of its elements are considered to be indivisible. If the domains are atomic, then the relational schema is in the first normal form. "
186,"6.	If all the domains are atomic then the relational schema is in ________ normal form
a)	1
b)	2
c)	3
d)	4
View Answer","Answer: a
Explanation: If all the domains are atomic then the relational schema is in first (1) normal form. That is, the domains must be indivisible. "
187,"7.	State true or false: Composite attributes have non-atomic domains.
a)	True
b)	False
View Answer","Answer: a
Explanation: Composite attributes have non atomic domains i.e. domains of the composite attributes are generally divisible. "
188,"8.	State true or false: Redundancy is desired in a relational schema
a)	True
b)	False
View Answer","Answer: b
Explanation: Redundancy is never desired in a relational schema, it makes data retrieval very difficult. "
189,"1.	An instance of a relation that satisfies all real world constraints is known as?
a)	Proper relation
b)	Ideal relation
c)	Perfect relation
d)	Legal relation
View Answer","Answer: d
Explanation: A relation that satisfies all the real world constraints is called as a legal relation. An instance of a legal relation is called as a legal instance. "
190,"2.	If K → R then K is said to be the _______ of R
a)	Candidate key
b)	Foreign key
c)	Super key
d)	Domain
View Answer","Answer: c
Explanation: If K →  R then k is said to be the superkey of R i.e. K uniquely identifies every tuple in the relation R. "
191,"3.	X →  Y holds on a schema k(K) if?
a)	At least one legal instance satisfies the functional dependency
b)	No legal instance satisfies the functional dependency
c)	Each and every legal instance satisfies the functional dependency
d)	None of the mentioned
View Answer","Answer: c
Explanation: X →  Y holds on a schema k(K) if each and every legal instance satisfies the functional dependency. Even if one instance does not satisfy the functional dependency X→ Y does not hold on a schema. "
192,"4.	X→ Y is trivial if?
a)	X ⊂ Y
b)	Y ⊂ X
c)	X ⊇ Y
d)	None of the mentioned
View Answer","Answer: a
Explanation: X→ Y is said to be trivial if X is a subset of Y. Thus X ⊂ Y implies X→Y is trivial."
193,"5.	Which of the following is not a condition for X→  Y in Boyce codd normal form?
a)	X →  Y is trivial
b)	X is the superkey for the relational schema R
c)	Y is the superkey for the relational schema R
d)	All of the mentioned
View Answer","Answer: c
Explanation: Y does not need to be a superkey of the relation for the given functional dependency to satisfy BCNF. X→ Y must be trivial and X must be the superkey of the relation R. "
194,"6.	Which of the following is used to express database consistency?
a)	Primary keys
b)	Functional dependencies
c)	Check clause
d)	All of the mentioned
View Answer","Answer: d
Explanation: Primary keys, Functional dependencies, Check clause are all used to express database consistency. "
195,"7.	Which of the following is not a condition for the third normal form in the case of XY?
a)	X→ Y is trivial
b)	X is the superkey for R
c)	Each attribute in Y-X is a candidate key for R
d)	Each attribute in X-Y is a candidate key for R
View Answer","Answer: d
Explanation: Each attribute in X-Y is a candidate key for R is not a necessary condition for the third normal form in the case of X →  Y. X→Y is trivial and X is the superkey of R are necessary conditions for the third normal form. "
196,"8.	F+  is called as the ________ of F
a)	Closure
b)	Sum
c)	Cartesian product
d)	None of the mentioned
View Answer","Answer: a
Explanation: F+ is called as the closure of F. It contains all the possible combinations of a functional dependency set in it. "
197,"9.	State true or false: A functional dependency must first satisfy the second normal form to satisfy the third normal form.
a)	True
b)	False
View Answer","Answer: a
Explanation: A functional dependency must first satisfy the second normal form to satisfy the third normal form. The second normal form must in turn satisfy first normal form. "
198,"10.	State true or false: The fourth normal form does not exist and it is instead called as the BCNF.
a)	True
b)	False
View Answer","Answer: b
Explanation: The fourth normal form exists and is different from the Boyce Codd normal form which is called as BCNF. "
199,"1.	A functional dependency f on R is _______  by a set of functional dependencies F on r if every instance of r(R) that satisfies f also satisfies F.
a)	Logically Defined
b)	Logically Derived
c)	Logically implied
d)	None of the mentioned
View Answer","Answer: c
Explanation: Given a set F of functional dependencies on a schema, we can prove that certain other functional dependencies also hold on that schema. We say such FDs are logically implied by F. A functional dependency f on R is logically implied by a set of functional dependencies F on r if every instance of r(R) that satisfies F also satisfies f. "
200,"2.	If F is a set of functional dependencies, then the closure of F is denoted by?
a)	F*
b)	Fo
c)	F+
d)	F
View Answer","Answer: c
Explanation: If F is a set of functional dependencies, then the closure of F is denoted by F+. It is the set of all functional dependencies logically implied by F. "
201,"3.	If a functional dependency is reflexive, B is a subset of A and A is the set of attributes, then
a)	B→A holds
b)	A→B holds
c)	AB→C holds
d)	None of the mentioned
View Answer","Answer: b
Explanation: If a functional dependency is reflexive, B is a subset of A and A is the set of attributes, then A→B holds. This is called the reflexivity rule of Armstrong’s axioms. "
202,"4.	State true or false: Armstrong’s axioms allow us to generate all F+ for any given F
a)	True
b)	False
View Answer","Answer: a
Explanation: Armstrong’s axioms allow us to generate all F+ for any given F and hence are called complete. "
203,"5.	Armstrong axioms are called sound because?
a)	They are expensive
b)	They cannot generate correct functional dependencies
c)	They allow us to generate the complete closure
d)	They cannot generate incorrect functional dependencies
View Answer","Answer: d
Explanation: Armstrong’s axioms are called as sound axioms because they do not generate incorrect functional dependencies. "
204,"6.	State true or false: Functional dependencies are transitive
a)	True
b)	False
View Answer","Answer: a
Explanation: All functional dependencies are transitive. This is the transitivity rule of Armstrong’s axioms."
205,"7.	If A→B, A→ C then which of the following is true?
a)	A→BC
b)	A→B
c)	A→C
d)	All of the mentioned
View Answer","Answer: d
Explanation: Applying the union rule to the given question, we get, A→BC is true. The other two options are specified in the question itself. "
206,"8.	If B is an attribute and A→B, Then B is said to be ________ by a.
a)	Logically implied
b)	Functionally implied
c)	Logically determined
d)	Functionally determined
View Answer","Answer: d
Explanation: If B is an attribute and A→B, Then B is said to be functionally determined by a. "
207,"9.	We say that a decomposition having the property F’+ = F+ is a __________ decomposition.
a)	Dependency losing
b)	Dependency preserving
c)	Lossless
d)	None of the mentioned
View Answer","Answer: b
Explanation: We say that a decomposition having the property F’+ = F+ is a dependency preserving decomposition. "
