,Question,Answer
169,"10. The granting and revoking of roles by the user may cause some confusions when that user role is revoked. To overcome the above situation
a) The privilege must be granted only by roles
b) The privilege is granted by roles and users
c) The user role cannot be removed once given
d) By restricting the user access to the roles
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: The current role associated with a session can be set by executing set role name. The specified role must have been granted to the user, else the set role statement fails. "
170,"1. Which of the following is used to access the database server at the time of executing the program and get the data from the server accordingly?
a) Embedded SQL
b) Dynamic SQL
c) SQL declarations
d) SQL data analysis
View Answer"," Answer: b
Explanation: Embedded SQL, the SQL statements are identified at compile time using a preprocessor. The preprocessor submits the SQL statements to the database system for precompilation and optimization; then it replaces the SQL statements in the application program with appropriate code and function calls before invoking the programming-language compiler. "
171,"2. Which of the following header must be included in java program to establish database connectivity using JDBC ?
a) Import java.sql.*;
b) Import java.sql.odbc.jdbc.*;
c) Import java.jdbc.*;
d) Import java.sql.jdbc.*;
View Answer"," Answer: a
Explanation: The Java program must import java.sql.*, which contains the interface definitions for the functionality provided by JDBC. "
172,"3. DriverManager.getConnection(_______ , ______ , ______)
What are the two parameters that are included?
a) URL or machine name where server runs, Password, User ID
b) URL or machine name where server runs, User ID,  Password
c) User ID, Password, URL or machine name where server runs
d) Password, URL or machine name where server runs, User ID
View Answer"," Answer: b
Explanation: The database must be opened first in order to perform any operations for which this get connection method is used."
173,"4. Which of the following invokes functions in sql?
a) Prepared Statements
b) Connection statement
c) Callable statements
d) All of the mentioned
View Answer"," Answer: c
Explanation: JDBC provides a Callable Statement interface that allows invocation of SQL stored procedures and functions."
174,"5. Which of the following function is used to find the column count of the particular resultset?
a) getMetaData()
b) Metadata()
c) getColumn()
d) get Count()
View Answer"," Answer: a
Explanation: The interface ResultSet
has a method, getMetaData(), that returns a ResultSetMetaData object that contains metadata about the result set. ResultSetMetaData, in turn, has methods to find metadata information, such as the number of columns in the result, the name of a specified column, or the type of a specified column."
175,"6. Which of the following is a following statement is a prepared statements?
a) Insert into department values(?,?,?)
b) Insert into department values(x,x,x)
c) SQLSetConnectOption(conn, SQL AUTOCOMMIT, 0)
d) SQLTransact(conn, SQL ROLLBACK)
View Answer"," Answer: a
Explanation:? is used as a placeholder whose value can be provided later."
176,"7. Which of the following is used as the embedded SQL in COBOL?
a) EXEC SQL <embedded SQL statement >;
b) EXEC SQL <embedded SQL statement >   END-EXEC
c) EXEC SQL <embedded SQL statement >
d) EXEC SQL <embedded SQL statement > END EXEC;
View Answer"," Answer: b
Explanation: EXEC SQL <embedded SQL statement >; is normally in C."
177,"8. Which of the following is used to distinguish the variables in SQL from the host language variables?
a) .
b) –
c) :
d) ,
View Answer"," Answer: c
Explanation:
EXEC SQL
DECLARE c cursor FOR
SELECT ID, name
FROM student
WHERE tot cred > :credit amount;
."
178,"9. The update statement can be executed in host language using
a) EXEC SQL update c;
b) EXEC SQL update c into :si, :sn;
c)d) EXEC SQL update END-SQL
View Answer"," Answer: c
Explanation: The SQL can be terminated by ; to terminate the sentence."
179,"10. Which of the following is used to access large objects from a database ?
a) setBlob()
b) getBlob()
c) getClob()
d) all of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: d
Explanation: None."
180,"1. Find the error in the the above statement.
a) Return type missing
b) Dept_name is mismatched
c) Reference relation is not mentioned
d) All of the mentioned
View Answer"," Answer: a
Explanation: Return integer should be given after create function for this particular function. "
181,"2. For the function created in Question 1, which of the following is a proper select statement ?
a)b)"," Answer: b
Explanation: The count of the dept_name must be checked for the displaying from instructor relation. "
182,"3. Which of the following is used to input the entry and give the result in a variable in a procedure?
a) Put and get
b) Get and put
c) Out and In
d) In and out
View Answer"," Answer: d
Explanation: Create procedure dept count proc(in dept name varchar(20), out d count integer). Here in and out refers to input and result of procedure.  "
183,"4. Which of the following is used to call the procedure given above ?
a) "," Answer: b
Explanation: Here the ‘Physics’ is in variable and d_count is out variable.  "
184,"5. The format for compound statement is
a) Begin ……. end
b) Begin atomic……. end
c) Begin ……. repeat
d) Both Begin ……. end and Begin atomic……. end
View Answer"," Answer: d
Explanation: A compound statement is of the form begin . . . end, and it may contain multiple SQL statements between the begin and the end.A compound statement of the form begin atomic . . . end ensures that all the statements contained within it are executed as a single transaction.  "
185,"6.Fill in the correct option :
a) While Condition
b) Until variable
c) Until boolean expression
d) Until 0
View Answer"," Answer: c
Explanation: None.  "
186,"7. Which of the following is the correct format for if statement?
a) b) "," Answer: a
Explanation: The conditional statements supported by SQL include if-then-else statements by using this syntax. elif and elsif are not allowed.  "
187,"8. A stored procedure in SQL is a___________
a) Block of functions
b) Group of Transact-SQL statements compiled into a single execution plan.
c) Group of distinct SQL statements.
d) None of the mentioned
View Answer"," Answer: b
Explanation: If it an atomic statement then the statements are in single transaction.  "
188,"9. Temporary stored procedures are stored in _________ database.
a) Master
b) Model
c) User specific
d) Tempdb
View Answer"," Answer: d
Explanation: None.  "
189,"10. Declare out of classroom seats conditionThe above statements are used for
a) Calling procedures
b) Handling Exception
c) Handling procedures
d) All of the mentioned
View Answer"," Answer: b
Explanation: The SQL procedural language also supports the signaling of exception conditions, and declaring of handlers that can handle the exception, as in this code.  "
190,"1. A __________ is a special kind of a store procedure that executes in response to certain action on the table like insertion, deletion or updation of data.
a) Procedures
b) Triggers
c) Functions
d) None of the mentioned
View Answer"," Answer: b
Explanation: Triggers are automatically generated when a particular operation takes place. "
191,"2. Triggers are supported in
a) Delete
b) Update
c) Views
d) All of the mentioned
View Answer"," Answer: c
Explanation: The triggers run after an insert, update or delete on a table. They are not supported for views.  "
192,"3. The CREATE TRIGGER statement is used to create the trigger. THE _____ clause specifies the table name on which the trigger is to be attached. The ______ specifies that this is an AFTER INSERT trigger.
a) for insert, on
b) On, for insert
c) For, insert
d) None of the mentioned
View Answer"," Answer: b
Explanation: The triggers run after an insert, update or delete on a table. They are not supported for views.  "
193,"4. What are the after triggers?
a) Triggers generated after a particular operation
b) These triggers run after an insert, update or delete on a table
c) These triggers run after an insert, views, update or delete on a table
d) All of the mentioned
View Answer"," Answer: b
Explanation: AFTER TRIGGERS can be classified further into three types as: AFTER INSERT Trigger, AFTER UPDATE Trigger, AFTER DELETE Trigger.   "
194,"5. The variables in the triggers are declared using
a) –
b) @
c) /
d) /@
View Answer"," Answer: b
Explanation: Example : declare @empid int; where empid is the variable.   "
195,"6. The default extension for an Oracle SQL*Plus file is:
a) .txt
b) .pls
c) .ora
d) .sql
View Answer"," Answer: d
Explanation: Example :None.   "
196,"7. Which of the following is NOT an Oracle-supported trigger?
a) BEFORE
b) DURING
c) AFTER
d) INSTEAD OF
View Answer"," Answer: b
Explanation: Example: During trigger is not possible in any database.   "
197,"8. What are the different in triggers?
a) Define, Create
b) Drop, Comment
c) Insert, Update, Delete
d) All of the mentioned
View Answer"," Answer: c
Explanation: Triggers are not possible for create, drop.   "
198,"9. Triggers ________ enabled or disabled
a) Can be
b) Cannot be
c) Ought to be
d) Always
View Answer"," Answer: a
Explanation: Triggers can be manipulated.   "
199,"10. Which prefixes are available to Oracle triggers?
a) : new only
b) : old only
c) Both :new and : old
d) Neither :new nor : old
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: c
Explanation: None.   "
200,"1. Any recursive view must be defined as the union of two subqueries: a _______ query that is nonrecursive and a __________ query.
a) Base, recursive
b) Recursive, Base
c) Base, Redundant
d) View, Base
View Answer"," Answer: a
Explanation: First compute the base query and add all the resultant tuples to the recursively defined view relation. "
201,"2. Ranking of queries is done by which of the following?
a) Group by
b) Order by
c) Having
d) Both Group by and Order by
View Answer"," Answer: b
Explanation: Order by clause arranges the values in ascending or descending order where a default is ascending order. "
202,"3. In rank() function if one value is shared by two tuples then
a) The rank order continues as counting numbers
b) The rank order continues by leaving one rank in the middle
c) The user specifies the order
d) The order does not change
View Answer"," Answer: b
Explanation: Example. rank() over (order by (GPA) desc). "
203,"4. The  __________ function that does not create gaps in the ordering.
a) Intense_rank()
b) Continue_rank()
c) Default_rank()
d) Dense_rank()
View Answer"," Answer: d
Explanation: For dense_rank() the tuples with the second highest value all get rank 2, and tuples with the third highest value get rank 3, and so on. "
204,"5.Inorder to give only 10 rank on the whole we should use
a) Limit 10
b) Upto 10
c) Only 10
d) Max 10
View Answer"," Answer: a
Explanation: However, the limit clause does not support partitioning, so we cannot get the top n within each partition without performing ranking; further, if more than one student gets the same GPA, it is possible that one is included in the top 10, while another is excluded. "
205,"6. If there are n tuples in the partition and the rank of the tuple is r, then its ________ is defined as (r −1)/(n−1).
a) Ntil()
b) Cum_rank
c) Percent_rank
d) rank()
View Answer"," Answer: c
Explanation: Percent rank of a tuple gives the rank of the tuple as a fraction. "
206,"7. Inorder to simplify the null value confusion in the rank function we can specify
a) Not Null
b) Nulls last
c) Nulls first
d) Either Nulls last or first
View Answer"," Answer: d
Explanation: select ID, rank () over (order by GPA desc nulls last) as s rank from student grades;. "
207,"8. Suppose we are given a view tot credits (year, num credits) giving the total number of credits taken by students in each year. The query that computes averages over the 3 preceding tuples in the specified sort order is
a)b)"," Answer: a
Explanation: Suppose that instead of going back a fixed number of tuples, we want the window to consist of all prior years we use rows unbounded preceding. "
208,"9. The functions which construct histograms and use buckets for ranking is
a) Rank()
b) Newtil()
c) Ntil()
d) None of the mentioned
View Answer"," Answer: c
Explanation: For each tuple, ntile(n) then gives the number of the bucket in which it is placed, with bucket numbers starting with 1. "
209,"10. The command ________________ such tables are available only within the transaction executing the query and are dropped when the transaction finishes.
a) Create table
b) Create temporary table
c) Create view
d) Create label view
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: None. "
210,"1. OLAP stands for
a) Online analytical processing
b) Online analysis processing
c) Online transaction processing
d) Online aggregate processing
View Answer"," Answer: a
Explanation: OLAP is the manipulation of information to support decision making."
211,"2. Data that can be modeled as dimension attributes and measure attributes are called _______ data.
a) Multidimensional
b) Singledimensional
c) Measured
d) Dimensional
View Answer"," Answer: a
Explanation: Given a relation used for data analysis, we can identify some of its attributes as measure attributes, since they measure some value, and can be aggregated upon.Dimension attribute define the dimensions on which measure attributes, and summaries of measure attributes, are viewed. "
212,"3. The generalization of cross-tab which is represented visually is ____________ which is also called as data cube.
a) Two dimensional cube
b) Multidimensional cube
c) N-dimensional cube
d) Cuboid
View Answer"," Answer: a
Explanation: Each cell in the cube is identified for the values for the three dimensional attributes. "
213,"4. The process of viewing the cross-tab (Single dimensional) with a fixed value of one attribute is
a) Slicing
b) Dicing
c) Pivoting
d) Both Slicing and Dicing
View Answer"," Answer: a
Explanation:  The slice operation selects one particular dimension from a given cube and provides a new sub-cube. Dice selects two or more dimensions from a given cube and provides a new sub-cube. "
214,"5. The operation of moving from finer-granularity data to a coarser granularity (by means of aggregation) is called a ________
a) Rollup
b) Drill down
c) Dicing
d) Pivoting
View Answer"," Answer: a
Explanation: The opposite operation—that of moving fromcoarser-granularity data to finer-granularity data—is called a drill down. "
215,"6. In SQL the cross-tabs are created using
a) Slice
b) Dice
c) Pivot
d) All of the mentioned
View Answer"," Answer: a
Explanation: Pivot (sum(quantity) for color in (’dark’,’pastel’,’white’))."
216,"7.This can be achieved by using which of the following ?
a) group by rollup
b) group by cubic
c) group by
d) none of the mentioned
View Answer"," Answer: d
Explanation: ‘Group by cube’ is used ."
217,"8. What do data warehouses support?
a) OLAP
b) OLTP
c) OLAP and OLTP
d) Operational databases
View Answer"," Answer: a
Explanation: None."
218,"9.How many grouping is possible in this rollup?
a) 8
b) 4
c) 2
d) 1
View Answer"," Answer: b
Explanation: { (item name, color, clothes size), (item name, color), (item name), () }."
219,"10. Which one of the following is the right syntax for DECODE?
a) DECODE (search, expression, result [, search, result]… [, default])
b) DECODE (expression, result [, search, result]… [, default],  search)
c) DECODE (search, result [, search, result]… [, default], expression)
d) DECODE (expression, search, result [, search, result]… [, default])
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: d
Explanation: None."
220,"1. Relational Algebra is a __________ query language that takes two relations as input and produces another relation as an output of the query.
a) Relational
b) Structural
c) Procedural
d) Fundamental
View Answer"," Answer: c
Explanation: This language has fundamental and other operations which are used on relations."
221,"2. Which of the following is a fundamental operation in relational algebra?
a) Set intersection
b) Natural join
c) Assignment
d) None of the mentioned
View Answer"," Answer: d
Explanation: The fundamental operations are select, project, union, set difference, Cartesian product, and rename."
222,"3. Which of the following is used to denote the selection operation in relational algebra?
a) Pi (Greek)
b) Sigma (Greek)
c) Lambda (Greek)
d) Omega (Greek)
View Answer"," Answer: b
Explanation: The select operation selects tuples that satisfy a given predicate."
223,"4. For select operation the ________ appear in the subscript and the ___________ argument appears in the paranthesis after the sigma.
a) Predicates, relation
b) Relation, Predicates
c) Operation, Predicates
d) Relation, Operation
View Answer"," Answer: a
Explanation: None."
224,"5. The ___________ operation, denoted by −, allows us to find tuples that are in one relation but are not in another.
a) Union
b) Set-difference
c) Difference
d) Intersection
View Answer"," Answer: b
Explanation: The expression r − s produces a relation containing those tuples in r but not in s."
225,"6.  Which is a unary operation:
a) Selection operation
b) Primitive operation
c) Projection operation
d) Generalized selection
View Answer"," Answer: d
Explanation: Generalization Selection takes only one argument for operation."
226,"7. Which is a join condition contains an equality operator:
a) Equijoins
b) Cartesian
c) Natural
d) Left
View Answer"," Answer: a
Explanation: None."
227,"8. In precedence of set operators, the expression is evaluated from
a) Left to left
b) Left to right
c) Right to left
d) From user specification
View Answer"," Answer: b
Explanation: The expression is evaluated from left to right according to the precedence."
228,"9. Which of the following is not outer join?
a) Left outer join
b) Right outer join
c) Full outer join
d) All of the mentioned
View Answer"," Answer: d
Explanation: The FULL OUTER JOIN keyword combines the result of both LEFT and RIGHT joins."
229,"10. The assignment operator is denoted by
a) ->
b) <-
c) =
d) ==
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: The result of the expression to the right of the ← is assigned to the relation variable on the left of the ←."
230,"1. Find the ID, name, dept name, salary for instructors whose salary is greater than $80,000 .
a) {t | t ε instructor ∧ t[salary] > 80000}
b) Э t ∈ r (Q(t))
c) {t | Э s ε instructor (t[ID] = s[ID]∧ s[salary] > 80000)}
d) None of the mentioned
View Answer"," Answer: a
Explanation: This expression is in tuple relational format. "
231,"2. A query in the tuple relational calculus is expressed as:
a) {t | P() | t}
b) {P(t) | t }
c) {t | P(t)}
d) All of the mentioned
View Answer"," Answer: c
Explanation: The tuple relational calculus, is a nonprocedural query language. It describes the desired information without giving a specific procedure for obtaining that information. "
232,"3.Which of the following best describes the query?
a) Finds the names of all instructors whose department is in the Watson building
b) Finds the names of all department is in the Watson building
c) Finds the name of the dapartment whose instructor and building is Watson
d) Returns the building name of all the departments
View Answer"," Answer: a
Explanation: This query has two “there exists” clauses in our tuple-relational-calculus expression, connected by and (∧). "
233,"4. Which of the following symbol is used in the place of except?
a) ^
b) V
c) ¬
d) ~
View Answer"," Answer: c
Explanation: The query ¬P negates the value of P. "
234,"5. “Find all students who have taken all courses offered in the Biology department.” The expressions that matches this sentence is :
a) Э t ε r (Q(t))
b) ∀ t ε r (Q(t))
c) ¬ t ε r (Q(t))
d) ~ t ε r (Q(t))
View Answer"," Answer: b
Explanation: ∀ is used denote “for all” in SQL. "
235,"6. Which of the following is the comparison operator in tuple relational calculus
a) ⇒
b)   =
c) ε
d) All of the mentioned
View Answer"," Answer: b
Explanation: The comparison operators are (<, ≤, =,  =, >, ≥). "
236,"7. An expression in the domain relational calculus is of the form
a) {P(x1, x2, . . . , xn) | < x1, x2, . . . , xn >  }
b) {x1, x2, . . . , xn |  < x1, x2, . . . , xn >  }
c) { x1, x2, . . . , xn  | x1, x2, . . . , xn}
d) {< x1, x2, . . . , xn > | P(x1, x2, . . . , xn)}
View Answer"," Answer: d
Explanation: Here x1, x2, . . . , xn represent domain variables. P represents a formula composed of atoms, as was the case in the tuple relational calculus. "
237,"8. Find the names of all instructors in the Physics department together with the course id of all courses they teach:
a) b) "," Answer: b
Explanation: None. "
238,"9. In domain relaional calculus “there exist” can be expressed as
a) (P1(x))
b) (P1(x)) Э x
c) V x (P1(x))
d) Э x (P1(x))
View Answer"," Answer: d
Explanation:Э is used to denote “some” values in relational calculus. "
239,"10. A set of possible data values is called
a) Attribute
b) Degree
c) Tuple
d) Domain
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: d
Explanation: None. "
240,"1. An ________  is a set of entities of the same type that share the same properties, or attributes.
a) Entity set
b) Attribute set
c) Relation set
d) Entity model
View Answer"," Answer: a
Explanation: An entity is a “thing” or “object” in the real world that is distinguishable from all other objects. "
241,"2. Entity is a _________
a) Object of relation
b) Present working model
c) Thing in real world
d) Model of relation
View Answer"," Answer: c
Explanation: For example, each person in a university is an entity. "
242,"3. The descriptive property possessed by each entity set is _________
a) Entity
b) Attribute
c) Relation
d) Model
View Answer"," Answer: b
Explanation: Possible attributes of the instructor entity set are ID, name, dept name, and salary. "
243,"4. The function that an entity plays in a relationship is called that entity’s _____________
a) Participation
b) Position
c) Role
d) Instance
View Answer"," Answer: c
Explanation: A relationship is an association among several entities. "
244,"5. The attribute name could be structured as an attribute consisting of first name, middle initial, and last name. This type of attribute is called
a) Simple attribute
b) Composite attribute
c) Multivalued attribute
d) Derived attribute
View Answer"," Answer: b
Explanation: Composite attributes can be divided into subparts (that is, other attributes). "
245,"6. The attribute AGE is calculated from DATE_OF_BIRTH. The attribute AGE is
a) Single valued
b) Multi valued
c) Composite
d) Derived
View Answer"," Answer: d
Explanation: The value for this type of attribute can be derived from the values of other related attributes or entities. "
246,"7. Not applicable condition can be represented in relation entry as
a) NA
b) 0
c) NULL
d) Blank Space
View Answer"," Answer: c
Explanation: NULL always represents that the value is not present. "
247,"8. Which of the following can be a multivalued attribute?
a) Phone_number
b) Name
c) Date_of_birth
d) All of the mentioned
View Answer"," Answer: a
Explanation: Name and Date_of_birth cannot hold more than 1 value. "
248,"9. Which of the following is a single valued attribute
a) Register_number
b) Address
c) SUBJECT_TAKEN
d) Reference
View Answer"," Answer: a
Explanation: None. "
249,"10. In a relation between the entities the type and condition of the relation should be specified. That is called as______attribute.
a) Desciptive
b) Derived
c) Recursive
d) Relative
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: Consider the entity sets student and section, which participate in a relationship set takes. We may wish to store a descriptive attribute grade with the relationship to record the grade that a student got in the class. "
250,"1. _____________ express the number of entities to which another entity can be associated via a relationship set.
a) Mapping Cardinality
b) Relational Cardinality
c) Participation Constraints
d) None of the mentioned
View Answer"," Answer: a
Explanation: Mapping cardinality is also called as cardinality ratio. "
251,"2. An entity in A is associated with at most one entity in B, and an entity in B is associated with at most one entity in A.This is called as
a) One-to-many
b) One-to-one
c) Many-to-many
d) Many-to-one
View Answer"," Answer: b
Explanation: Here one entity in one set is related to one one entity in other set. "
252,"3. An entity in A is associated with at most one entity in B. An entity in B, however, can be associated with any number (zero or more) of entities in A.
a) One-to-many
b) One-to-one
c) Many-to-many
d) Many-to-one
View Answer"," Answer: d
Explanation: Here more than one entity in one set is related to one one entity in other set. "
253,"4. Data integrity constraints are used to:
a) Control who is allowed access to the data
b) Ensure that duplicate records are not entered into the table
c) Improve the quality of data entered for a specific property
d) Prevent users from changing the values stored in the table
View Answer"," Answer: c
Explanation: The data entered will be in a particular cell (i.e., table column). "
254,"5. Establishing limits on allowable property values, and specifying a set of acceptable, predefined options that can be assigned to a property are examples of:
a) Attributes
b) Data integrity constraints
c) Method constraints
d) Referential integrity constraints
View Answer"," Answer: b
Explanation: Only particular value satisfying the constraints are entered in the column. "
255,"6. Which of the following can be addressed by enforcing a referential integrity constraint?
a) All phone numbers must include the area code
b) Certain fields are required (such as the email address, or phone number) before the record is accepted
c) Information on the customer must be known before anything can be sold to that customer
d) Then entering an order quantity, the user must input a number and not some text (i.e., 12 rather than ‘a dozen’)
View Answer"," Answer: c
Explanation: None. "
256,"7. ______ is a special type of integrity constraint that relates two relations & maintains consistency across the relations.
a) Entity Integrity Constraints
b) Referential Integrity Constraints
c) Domain Integrity Constraints
d) Domain Constraints
View Answer"," Answer: b
Explanation: None. "
257,"8. Which one of the following uniquely identifies the elements in the relation?
a) Secondary Key
b) Primary key
c) Foreign key
d) Composite key
View Answer"," Answer: b
Explanation: Primary key checks for not null and uniqueness constraint. "
258,"9. Drop Table cannot be used to drop a table referenced by a _________ constraint.
a) Local Key
b) Primary Key
c) Composite Key
d) Foreign Key
View Answer"," Answer: d
Explanation: Foreign key is used when primary key of one relation is used in another relation. "
259,"10. ____________ is preferred method for enforcing data integrity
a) Constraints
b) Stored Procedure
c) Triggers
d) Cursors
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: Constraints are specified to restrict entries in the relation. "
260,"1. Which of the following gives a logical structure of the database graphically?
a) Entity-relationship diagram
b) Entity diagram
c) Database diagram
d) Architectural representation
View Answer"," Answer: a
Explanation: E-R diagrams are simple and clear—qualities that may well account in large part for the widespread use of the E-R model. "
261,"2. The entity relationship set is represented in E-R diagram as
a) Double diamonds
b) Undivided rectangles
c) Dashed lines
d) Diamond
View Answer"," Answer: d
Explanation: Dashed lines link attributes of a relationship set to the relationship set."
262,"3. The Rectangles divided into two parts represents
a) Entity set
b) Relationship set
c) Attributes of a relationship set
d) Primary key
View Answer"," Answer: a
Explanation: The first part of the rectangle, contains the name of the entity set. The second part contains the names of all the attributes of the entity set."
263,"4. Consider a directed line(->) from the relationship set advisor to both entity sets instructor and student. This indicates _________ cardinality
a) One to many
b) One to one
c) Many to many
d) Many to one
View Answer"," Answer: b
Explanation: This indicates that an instructor may advise at most one student, and a student may have at most one advisor."
264,"5. We indicate roles in E-R diagrams by labeling the lines that connect ___________ to __________
a) Diamond , diamond
b) Rectangle, diamond
c) Rectangle, rectangle
d) Diamond, rectangle
View Answer"," Answer: d
Explanation: Diamond represents a relationship set and rectangle represents a entity set."
265,"6. An entity set that does not have sufficient attributes to form a primary key is termed a __________
a) Strong entity set
b) Variant set
c) Weak entity set
d) Variable set
View Answer"," Answer: c
Explanation: An entity set that has a primary key is termed a strong entity set."
266,"7. For a weak entity set to be meaningful, it must be associated with another entity set, called the
a) Identifying set
b) Owner set
c) Neighbour set
d) Strong entity set
View Answer"," Answer: a
Explanation: Every weak entity must be associated with an identifying entity; that is, the weak entity set is said to be existence dependent on the identifying entity set. The identifying entity set is said to own the weak entity set that it identifies. It is also called as owner entity set."
267,"8. Weak entity set is represented as
a) Underline
b) Double line
c) Double diamond
d) Double rectangle
View Answer"," Answer: d
Explanation: Weak entity set is represented as a double rectangle in entity relationship diagram."
268,"9. If you were collecting and storing information about your music collection, an album would be considered a(n) _____
a) Relation
b) Entity
c) Instance
d) Attribute
View Answer"," Answer: b
Explanation: An entity set is a logical container for instances of an entity type and instances of any type derived from that entity type."
269,"10. What term is used to refer to a specific record in your music database; for instance; information stored about a specific album?
a) Relation
b) Instance
c) Table
d) Column
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: The environment of database is said to be an instance. A database instance or an ‘instance’ is made up of the background processes needed by the database."
270,"1. Which one of the following can be treated as a primary key in teaches relation?
a) Id
b) Semester
c) Sec_id
d) Year
View Answer"," Answer: a
Explanation: Here Id is the only attribute that has to have a unique entry."
271,"2. The primary key in the section relation is
a) Course_id
b) Sec_id
c) Both Course_id and Sec_id
d) All the attributes
View Answer"," Answer: a
Explanation: Here Course_id is the only attribute that has a unique entries. So, Course_id is the primary key in the section relation table."
272,"3.Which of the following Id is selected for the following query?
a) 1003
b) 1001
c) None
d) Error message appears
View Answer"," Answer: d
Explanation: The value CS-101 matches the Course_id but not Id."
273,"4.Which of the following Id are displayed?
a) 1003
b) 1001
c) Both 1003 and 1001
d) Error message appears
View Answer"," Answer: c
Explanation: Two rows are select in the above query."
274,"5. The query which selects the Course_id ‘CS-101’ from the section relation is
a) Select Course_id from section where Building = ‘Richard’;
b) Select Course_id from section where Year = ‘2009’;
c) Select Course_id from teaches where Building = ‘Packyard’;
d) Select Course_id from section where Sec_id = ‘3’;
View Answer"," Answer: b
Explanation: The year ‘2009’ should be selected from the section relation."
275,"6.Which of the following has an error in the above create table for the relation section
a) Primary key (course id, sec id, semester, year)
b) Foreign key (course id) references course
c) Year numeric (4,0)
d) Building numeric (15)
View Answer"," Answer: d
Explanation: It should be replaced by Year Building varchar (15)."
276,"7. The relation with primary key can be created using
a) Create table instructor (Id, Name)
b) Create table instructor (Id, Name, primary key(name))
c) Create table instructor (Id, Name, primary key (Id))
d) Create table instructor ( Id unique, Name )
View Answer"," Answer: c
Explanation: The value Name cannot be a primary key."
277,"8. How can the values in the relation teaches be deleted?
a) Drop table teaches;
b) Delete from teaches;
c) Purge table teaches;
d) Delete from teaches where Id =’Null’;
View Answer"," Answer: b
Explanation: Delete table cleans the entry from the table."
278,"9. In the above teaches relation ” Select * from teaches where Year = ‘2010’” displays how many rows?
a) 2
b) 4
c) 5
d) 1
View Answer"," Answer: a
Explanation: There are two tuples with the year is 2009."
279,"10. The relation changes can be got back using ________ command.
a) Flashback
b) Purge
c) Delete
d) Getback
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: Purge deletes the table and delete cleans the table entry."
280,"1. Let us consider phone_number ,which can take single or several values . Treating  phone_numberas an _________ permits instructors to have several phone numbers (including zero) associated with them.
a) Entity
b) Attribute
c) Relation
d) Value
View Answer"," Answer: a
Explanation: Treating a phone as an attribute phone_number implies that instructors have precisely one phone number each."
281,"2. The total participation by entities is represented in E-R diagram as
a) Dashed line
b) Double line
c) Double rectangle
d) Circle
View Answer"," Answer: b
Explanation: It is used to represent the relation between several attributes."
282,"3. Given the basic ER and relational models, which of the following is INCORRECT?
a) An attribute of an entity can have more than one value
b) An attribute of an entity can be composite
c) In a row of a relational table, an attribute can have more than one value
d) In a row of a relational table, an attribute can have exactly one value or a NULL value
View Answer"," Answer: c
Explanation: It is possible to have several values for a single attribute provide it is a multi-valued attribute."
283,"4. Which of the following indicates the maximum number of entities that can be involved in a relationship?
a) Minimum cardinality
b) Maximum cardinality
c) ERD
d) Greater Entity Count
View Answer"," Answer: b
Explanation: In SQL (Structured Query Language), the term cardinality refers to the uniqueness of data values contained in a particular column (attribute) of a database table."
284,"5. In E-R diagram generalization is represented by
a) Ellipse
b) Dashed ellipse
c) Rectangle
d) Triangle
View Answer"," Answer: d
Explanation: Ellipse represents attributes, rectangle represents entity."
285,"6. What is a relationship called when it is maintained between two entities?
a) Unary
b) Binary
c) Ternary
d) Quaternary
View Answer"," Answer: b
Explanation: Binary word usually represents two attributes."
286,"7. Which of the following is a low level operator?
a) Insert
b) Update
c) Delete
d) Directory
View Answer"," Answer: d
Explanation: Directory is a low level to word on in file system."
287,"8. Key to represent relationship between tables is called
a) Primary key
b) Secondary Key
c) Foreign Key
d) None of the mentioned
View Answer"," Answer: c
Explanation: Primary key of one relation used as an attribute in another relation is called foreign key."
288,"9. A window into a portion of a database is
a) Schema
b) View
c) Query
d) Data dictionary
View Answer"," Answer: b
Explanation: View is a logical portion of a database which is needed by some users."
289,"10. A primary key is combined with a foreign key creates
a) Parent-Child relation ship between the tables that connect them
b) Many to many relationship between the tables that connect them
c) Network model between the tables that connect them
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: Using the two relationships mother and father provides us a record of a child’s mother, even if we are not aware of the father’s identity; a null value would be required if the ternary relationship parent is used. Using binary relationship sets is preferable in this case."
290,"1. The entity set person is classified as student and employee. This process is called _________
a) Generalization
b) Specialization
c) Inheritance
d) Constraint generalization
View Answer"," Answer: b
Explanation: The process of designating subgroupings within an entity set is called specialization."
