,Question,Answer
302,"3. How many type of cursor is present in SQL Server?
a) 3
b) 4
c) 5
d) 6
View Answer","Answer: b
Explanation: SQL Server supports four types of cursor."
303,"4. Various alternatives to cursor in SQL Server are ___________
a) FOR
b) IF..ELSE
c) WHILE
d) All of the mentioned
View Answer","Answer: c
Explanation: Cursor alternatives are WHILE loop, subqueries, Temporary tables and Table variables."
304,"5. Point out the wrong statement.
a) We should use cursor in all cases
b) A static cursor can move forward and backward direction
c) A forward only cursor is the fastest cursor
d) All of the mentioned
View Answer","Answer: a
Explanation: We should use cursor in that case when there is no option except cursor."
305,"6. A dynamic cursor in SQL Server allows you to see __________ data.
a) Updated
b) Inserted
c) Deleted
d) All of the mentioned
View Answer","Answer: d
Explanation: A dynamic cursor allows you to see the data updation, deletion and insertion in the data source while the cursor is open."
306,"7. Which of the cursors further have their subtypes?
a) Static Cursors
b) Dynamic Cursors
c) Keyset Driven Cursors
d) None of the mentioned
View Answer","Answer: d
Explanation: There are three more types of Forward Only Cursors in SQL Server."
307,"8. Which of the following FORWARD ONLY Cursor is populated at the time of creation?
a) KEYSET
b) FORWARD_ONLY STATIC
c) FAST_FORWARD
d) All of the mentioned
View Answer","Answer: b
Explanation: A FORWARD_ONLY STATIC Cursor is populated at the time of creation and cached the data to the cursor lifetime. It is not sensitive to any changes to the data source."
308,"9. ____________ cursor is sensitive to any changes to the data source.
a) Static Cursors
b) Dynamic Cursors
c) Keyset Driven Cursors
d) None of the mentioned
View Answer","Answer: c
Explanation: A keyset driven cursor is sensitive to any changes to the data source and supports update, delete operations."
309,"10. SQL Server static cursors are always ___________
a) Read-only
b) Write-only
c) Read, Write
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: a
Explanation: A static cursor populates the result set at the time of cursor creation and query result is cached for the lifetime of the cursor."
310,"1. Which of the following blocks are used for error handling in SQL Server?
a) TRY…CATCH
b) TRY…FINAL
c) TRY…END
d) CATCH…TRY
View Answer","Answer: a
Explanation: SQL Server 2005 introduced TRY…CATCH statement which helps us to handle the errors effectively in the back end."
311,"2. Point out the correct statement.
a) While executing some DML Statement like INSERT, DELETE, UPDATE we can handle the error for checking proper output
b) If transaction fails, then we need to commit – This can be done by error handling
c) If transaction succeeds, then we need to rollback – This can be done by error handling
d) None of the mentioned
View Answer","Answer: a
Explanation: SQL Server also has an exception model to handle exceptions and errors that occurs in T-SQL statements."
312,"3. Which of the following statements can be checked for Errors?
a) CREATE
b) DROP
c) DELETE
d) INSERT
View Answer","Answer: d
Explanation: DML statements can be checked for handling errors."
313,"4. Purpose of TRY…CATCH block in SQL Server is ___________
a) Error handling
b) Stored Procedure handling
c) Message handling
d) None of the mentioned
View Answer","Answer: a
Explanation: TRY… CATCH implements error handling for Transact-SQL that is similar to the exception handling in the Microsoft Visual C#."
314,"5. Point out the wrong statement.
a)  If an error occurs in the TRY block, control is not passed to another group of statements that is enclosed in a CATCH block
b) If an error occurs in the TRY block, control is passed to another group of statements that is enclosed in a CATCH block
c)  If an error does not occur in the TRY block, control is passed to another group of statements that is enclosed in a CATCH block
d) None of the mentioned
View Answer","Answer: b
Explanation:  A TRY…CATCH construct catches all execution errors that have a severity higher than 10 that do not close the database connection."
315,"6. Which of the following benefit does Exception handling with the TRY and CATCH blocks provide?
a) Exceptions provide a mechanism to signal errors directly rather than using some side effects
b) Exceptions can be seen by the programmer and checked during the compilation process
c) Exceptions provide a clean way to check for errors without cluttering code
d) All of the mentioned
View Answer","Answer: d
Explanation: Exception handling using the TRY and CATCH statements is the common way that modern programming languages like C# and Java treat errors."
316,"7. Exception handling is possible in SQL Server using _____________
a) THROW
b) FINAL
c) FINALLY
d) All of the mentioned
View Answer","Answer: a
Explanation: Generates an error message and initiates error processing for the session."
317,"8. Which of the following is an Error function used within CATCH block?
a) ERROR_STATE()
b) ERROR_STATUS()
c) ERROR_MSG()
d) All of the mentioned
View Answer","Answer: a
Explanation: ERROR_STATE() returns the state number of the error."
318,"9. ERROR_SEVERITY() returns the ________level of the error.
a) State number
b) Full text
c) Severity
d) None of the mentioned
View Answer","Answer: c
Explanation: ERROR_SEVERITY() returns the severity level of the error."
319,"10. Which of the following is a global variable for error handling?
a) @@ERRORS
b) @@ERROR
c) @@ERR
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: b
Explanation: @@ERROR is one of the basic error handling mechanisms in SQL Server."
320,"1. How many ways of returning data is present in SQL Server 2000?
a) 3
b) 4
c) 5
d) 6
View Answer","Answer: b
Explanation: Microsoft® SQL Server™ 2000 stored procedures return data in four ways."
321,"2. Point out the correct statement.
a) Stored procedures assist in achieving consistent implementation of logic across applications
b) A stored procedure is a group of Transact-SQL statements compiled into a single execution plan
c) Stored procedures can also improve performance
d) All of the mentioned
View Answer","Answer: d
Explanation: The SQL statements and logic needed to perform a commonly performed task can be designed, coded, and tested once in a stored procedure."
322,"3. Data return using output parameter is ____________
a) Return codes, which are always an integer value
b) A global cursor that can be referenced outside the stored procedure
c) A single cursor that can be referenced inside the stored procedure
d) None of the mentioned
View Answer","Answer: d
Explanation: Output parameters, which can return either data (such as an integer or character value) or a cursor variable (cursors are result sets that can be retrieved one row at a time)."
323,"4. Which of the following is a system procedure?
a) sp_changeowner
b) sp_owner
c) sp_change
d) all of the mentioned
View Answer","Answer: a
Explanation: sp_changeowner is used to change the owner of an database object."
324,"5. Point out the wrong statement.
a) sp_depends provide the details of all database objects that depend on the specific database object
b) sp_helpdb provides the text of a stored procedure reside in Sql Server
c) Extended procedures provide an interface to external programs for various maintenance activities
d) All of the mentioned
View Answer","Answer: b
Explanation: sp_helptext provides the text of a stored procedure reside in SQL Server."
325,"6. __________ provides details on any database object.
a) sp_changeowner
b) sp_owner
c) sp_change
d) none of the mentioned
View Answer","Answer: d
Explanation: sp_help provides details on any database object such as tables,views and so on."
326,"7. Which of the following is an extended procedure?
a) xp_change
b) sp_owner
c) sp_change
d) xp_logininfo
View Answer","Answer: d
Explanation: xp_logininfo procedure will display details about the BUILTIN\Administrators Windows group."
327,"8. _____________ procedure cannot be created in Resource database.
a) System
b) User defined
c) Extended
d) All of the mentioned
View Answer","Answer: b
Explanation: User defined procedure can be created in all system databases except the Resource database or in a user-defined database."
328,"9. Nesting level of stored procedure is applicable for ____________
a) Triggers
b) Views
c) Functions
d) All of the mentioned
View Answer","Answer: d
Explanation: We can nest stored procedures and managed code references in Sql Server up to 32 levels only."
329,"10. Nesting level of a stored procedure’s execution is stored in the _________ function.
a) @@NEST
b) @@NESTLEVEL
c) @@LEVEL
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: b
Explanation: When @@NESTLEVEL is executed within a Transact-SQL string, the value returned is 1 + the current nesting level."
330,"1. Reasons for consideration of the stored procedure can be?
a) With which tables will you have to work? Does it make sense to create a VIEW first?
b) How often will this procedure actually be used?
c) Do you want to view data in the database (SELECT), insert new records (INSERT INTO), or do I want to change an existing record (UPDATE)?
d) All of the mentioned
View Answer","Answer: d
Explanation: A stored procedure is an already written SQL statement that is saved in the database."
331,"2. Point out the correct statement.
a) Conditional logic applied to the results of the first SQL statements determines which subsequent SQL statements are executed
b) A stored procedure is a group of Transact-SQL statements pre compiled into a single execution plan
c) Stored procedures cannot improve performance
d) All of the mentioned
View Answer","Answer: a
Explanation: Stored procedures assist in achieving consistent implementation of logic across applications."
332,"3. __________ takes no parameters and returns all kinds of interesting information.
a) sp_monitor
b) sp_on
c) sp_status
d) none of the mentioned
View Answer","Answer: a
Explanation: sp_monitor displays statistics about the instance of SQL Server in which it runs."
333,"4. Which of the following has support for transaction?
a) sp_monitor
b) sp_bindsession
c) sp_status
d) all of the mentioned
View Answer","Answer: b
Explanation: sp_getbindtoken also can be used for transactions."
334,"5. Point out the wrong statement.
a) Support for transactions is one of the most important reasons to use database engines such as SQL Server
b) BASE support
c) ACID support
d) All of the mentioned
View Answer","Answer: b
Explanation: Stored procedures don’t have support for BASE."
335,"6. __________create the removable database.
a) sp_certify_removable
b) sp_certify
c) sp_removable
d) all of the mentioned
View Answer","Answer: a
Explanation: You can’t use CREATE DATABASE or Enterprise Manager to create the removable database. You’ll need to run sp_create_removable with sysadmin privileges."
336,"7. Which of the following stored procedure is used for error messages?
a) sp_addmessage
b) sp_dropmessage
c) sp_altermessage
d) all of the mentioned
View Answer","Answer: a
Explanation: Calling sp_addmessage is easy for raising errors."
337,"8. _____________ sets procedure options in SQL Server.
a) sp_procoption
b) sp_dropmessage
c) sp_altermessage
d) sp_executesql
View Answer","Answer: a
Explanation: sp_procoption sets exactly one option to configure a stored procedure for auto execution when SQL Server starts up."
338,"9. __________ is used to build the code dynamically and execute it.
a) sp_addmessage
b) sp_dropmessage
c) sp_altermessage
d) sp_executesql
View Answer","Answer: d
Explanation: You can execute SQL dynamically using either the EXECUTE T-SQL statement or the sp_executesql stored procedure. sp_executesql is the more flexible of the two though because it supports using parameters."
339,"10. Stored procedure used to remember the exact number of bytes is _____________
a) sp_datatype
b) sp_datatype_info
c) sp_info
d) none of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: b
Explanation: sp_datatype_info returns just about everything you need to know about the datatypes available in any SQL Server database."
340,"1. Stored procedure is a __________ set of one or more SQL statements.
a) interpreted
b) compiled
c) pre compiled
d) none of the mentioned
View Answer","Answer: c
Explanation: Stored procedure is a precompiled set of one or more SQL statements that is stored on Sql Server."
341,"2. Point out the wrong statement.
a) Stored procedure can accepts input and output parameters
b) Stored procedure can returns multiple values using input parameters
c) Using stored procedure, we can Select,Insert,Update,Delete data in database
d) None of the mentioned
View Answer","Answer: b
Explanation: Stored procedure can returns multiple values using output parameters."
342,"3. How many types of stored procedures are present in SQL Server?
a) 3
b) 4
c) 5
d) 8
View Answer","Answer: b
Explanation: SQL Server is packed full of useful system stored procedures there for its own use that you can use as well."
343,"4. Which of the following procedures are created by user for own actions?
a) User Defined Stored Procedure
b) Extended Procedure
c) CLR Stored Procedure
d) All of the mentioned
View Answer","Answer: a
Explanation: User Defined Stored Procedure can be created in all system databases except the Resource database or in a user-defined database."
344,"5. Point out the wrong statement.
a) A stored procedure is nothing more than prepared SQL code
b) We can create a Stored Procedure using the Create proc statement
c) We can create a Stored Procedure using the Create stor_proc statement
d) All of the mentioned
View Answer","Answer: c
Explanation:  Benefit of Stored Procedures is that they are executed on the server side and perform a set of actions, before returning the results to the client side."
345,"6. Which of the following stored procedure is already defined in Sql Server?
a) User Defined Stored Procedure
b) Extended Procedure
c) CLR Stored Procedure
d) System defined Procedure
View Answer","Answer: d
Explanation: System defined Procedure procedure starts with the sp_ prefix."
346,"7. System defined Procedure logically appear in ____________
a) sys schema
b) stor schema
c) proc schema
d) all of the mentioned
View Answer","Answer: a
Explanation: System defined Procedure are physically stored in hidden Sql Server Resource Database and logically appear in the sys schema of each user defined and system defined database."
347,"8. Extended procedures starts with the __________ prefix.
a) sp_
b) xp_
c) clr_
d) all of the mentioned
View Answer","Answer: a
Explanation: Extended procedures provide an interface to external programs for various maintenance activities."
348,"9. Type of procedure that are based on the CLR (Common Language Runtime) is ____________
a) User Defined Stored Procedure
b) Extended Procedure
c) CLR Stored Procedure
d) System defined Procedure
View Answer","Answer: c
Explanation: CLR integration of procedure was introduced with SQL Server 2008 and allow for procedure to be coded in one of .NET languages like C#, Visual Basic and F#."
349,"10. Nesting limit OF stored procedure is up to ________level.
a) 30
b) 32
c) 34
d) 36
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: b
Explanation: In Sql Server stored procedure nesting limit is up to 32 levels, but there is no limit on the number of stored procedures that can be invoked with in a store."
350,"1. User defined function in SQL Server can return ____________
a) Scalar value
b) Set of values
c) Result set
d) All of the mentioned
View Answer","Answer: d
Explanation: SQL Server user-defined functions are routines that accept parameters, perform an action, such as a complex calculation, and return the result of that action as a value."
351,"2. Point out the wrong statement.
a) You can create the function once, store it in the database
b) CLR functions offer significant performance advantage over Transact-SQL functions for computational task
c) Function is a database object in Sql Server
d) None of the mentioned
View Answer","Answer: d
Explanation: Function is a set of sql statements that accepts only input parameters, perform actions and return the result."
352,"3. Function cannot be used for __________ statement.
a) Create
b) Drop
c) Select
d) Insert
View Answer","Answer: d
Explanation: We can’t use function to Insert, Update, Delete records in the database table(s)."
353,"4. The benefit of using user-defined functions in SQL Server are ____________
a) They allow modular programming
b) They can increase network traffic
c) They allow slower execution
d) All of the mentioned
View Answer","Answer: a
Explanation: User-defined functions can be modified independently of the program source code."
354,"5. Point out the wrong statement.
a) Transact-SQL user-defined functions in queries can only be executed on a multiple thread
b) User-defined scalar functions return a single data value of the type defined in the RETURNS clause
c) User-defined table-valued functions return a table data type
d) All of the mentioned
View Answer","Answer: a
Explanation: Transact-SQL user-defined functions in queries can only be executed on a single thread (serial execution plan)."
355,"6. Syntax for creation of user defined function is ____________
a) CREATE FUNCTIONS
b) CREATE FUNCTION
c) CREATE FUNC
d) All of the mentioned
View Answer","Answer: b
Explanation: If a CREATE FUNCTION statement produces side effects against resources that do not exist when the CREATE FUNCTION statement is issued."
356,"7. How many types of user defined function is provided by SQL Server?
a) 2
b) 3
c) 4
d) 5
View Answer","Answer: b
Explanation: User Defined functions are created by the user in the system database or in the user-defined database and there are three types of user-defined functions."
357,"8. Which of the following is not a User defined function?
a) Max()
b) Scalar Function
c) Inline Table-Valued Function
d) Multi-Statement Table-Valued Function
View Answer","Answer: a
Explanation: max() is system defined aggregate function."
358,"9. Which of the following does not return a table variable?
a) System-defined function
b) Scalar Function
c) Inline Table-Valued Function
d) Multi-Statement Table-Valued Function
View Answer","Answer: b
Explanation: User-defined multi-statement table-valued function returns a table variable as a result of actions performed by the function."
359,"10. User defined scalar function can return only __________ data type values.
a) Numerical
b) String
c) Float
d) All of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: d
Explanation: We return any data type value from function."
360,"1. Which of the following is not a limitation of user defined function?
a) User-defined functions cannot call a stored procedure, but can call an extended stored procedure
b) User-defined functions cannot make use of dynamic SQL or temp tables. Table variables are allowed
c) SET statements are allowed in a user-defined function
d) The FOR XML clause is not allowed
View Answer","Answer: c
Explanation: SET statements are allowed in a user-defined function."
361,"2. Point out the correct statement.
a) User-defined functions cannot be used to perform actions that modify the database state
b) User-defined functions cannot contain an OUTPUT INTO clause that has a table as its target
c) User-defined functions can not return multiple result sets. Use a stored procedure if you need to return multiple result sets
d) All of the mentioned
View Answer","Answer: d
Explanation: Transact-SQL errors that cause a statement to be canceled and continue with the next statement in the module (such as triggers or stored procedures) are treated differently inside a function."
362,"3. Which of the following statements cannot be included in the definition of a Transact-SQL user-defined function?
a) GET CONVERSATION GROUP
b) MOVE CONVERSATION
c) RECEIVE
d) All of the mentioned
View Answer","Answer: d
Explanation: Most of the Service broker statements cannot be included in the definition of a Transact-SQL user-defined function."
363,"4. CREATE FUNCTION requires __________ permission in the database.
a) ALTER
b) DROP
c) DELETE
d) All of the mentioned
View Answer","Answer: a
Explanation: ALTER permission is required on the schema in which the function is being created."
364,"5. Point out the wrong statement.
a) If the function specifies a user-defined type, requires EXECUTE permission on the type
b) If the function specifies a user-defined type, requires READ permission on the type
c) If the function specifies a user-defined type, requires ALTER permission on the type
d) None of the mentioned
View Answer","Answer: b
Explanation: Function creation requires ALTER and EXECUTE permission."
365,"6. Which of the following is the most visible benefit of user-defined function?
a) Slow performance
b) Bad optimized queries
c) Faster performance
d) All of the mentioned
View Answer","Answer: c
Explanation: T-SQL functions are great at processing data. When it comes to business logic and custom algorithms, UDFs can do a much better job. UDFs work was akin to stored procedures."
366,"7. UDFs in SQL Server is composed of _______ parts.
a) 1
b) 2
c) 3
d) 4
View Answer","Answer: b
Explanation: UDFs are composed of two parts:Header and Function body."
367,"8. When to choose scalar function over inline table valued function?
a) You want a single value as the result
b) One or more row’s worth of data is expected
c) You want multiple values as  result
d) All of the mentioned
View Answer","Answer: a
Explanation: For an inline scalar function, there is no function body; the scalar value is the result of a single statement."
368,"9. Which of the user defined function will be preferred for adding two numbers?
a) Scalar
b) Inline table valued
c) Max()
d) Min()
View Answer","Answer: a
Explanation: We are can create a Scalar UDF AddTwoNumbers which accepts two input parameters @a and @b and returns output as the sum of the two input parameters."
369,"10. The ability to create a user-defined function (UDF) is a new feature added to ________________
a) SQL Server 6.5
b) SQL Server 7.0
c) SQL Server 2000
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: c
Explanation: A user-defined function is a database object that encapsulates one or more Transact-SQL statements for reuse. Developers have been asking Microsoft to add this feature for several versions of the product."
370,"1. Trigger is special type of __________ procedure.
a) Stored
b) Function
c) View
d) Table
View Answer","Answer: a
Explanation: Triggers are used to assess/evaluate data before or after data modification using DDL and DML statements."
371,"2. Point out the correct statement.
a) Triggers are database object
b) Three types of triggers are present in SQL Server
c) A DDL trigger is an action programmed to execute when a data manipulation language (DML) event occurs in the database server
d) None of the mentioned
View Answer","Answer: a
Explanation: Triggers are special type of stored procedure that automatically executes when a DDL or DML statement associated with the trigger is executed."
372,"3. How many types of triggers are present in SQL Server?
a) 4
b) 5
c) 8
d) 9
View Answer","Answer: a
Explanation: In Sql Server we can create four types of triggers Data Definition Language (DDL) triggers, Data Manipulation Language (DML) triggers, CLR triggers and Logon triggers."
373,"4. How many types of DML triggers are present in SQL Server?
a) 1
b) 3
c) 5
d) None of the mentioned
View Answer","Answer: d
Explanation: We have two types of DML triggers-AFTER and INSTEAD OF."
374,"5. Point out the wrong statement.
a) We can have an INSTEAD OF insert/update/delete trigger on a table that successfully executed
b) DML Triggers are used to evaluate data after data manipulation using DML statements
c) INSTEAD OF triggers cause their source DML operation to skip
d) AFTER triggers cause their source DML operation to skip
View Answer","Answer:d
Explanation: INSTEAD OF triggers cause their source DML operation to skip and they just execute the code provided inside them."
375,"6. AFTER trigger in SQL Server can be applied to _________________
a) Table
b) Views
c) Table and Views
d) Function
View Answer","Answer: c
Explanation: AFTER trigger fires after SQL Server completes the execution of the action successfully that fired it."
376,"7. DML triggers in SQL Server is applicable to _____________
a) Insert
b) Update
c) Delete
d) All of the mentioned
View Answer","Answer: d
Explanation: In SQL Server we can create triggers on DML statements (like INSERT, UPDATE, and DELETE) and stored procedures that perform DML-like operations."
377,"8. Triggers created with FOR or AFTER keywords is _____________
a) AFTER
b) INSTEAD OF
c) CLR
d) All of the mentioned
View Answer","Answer: a
Explanation: AFTER triggers do not work for views."
378,"9. Which of the following is not a typical trigger action?
a) Insert
b) Select
c) Delete
d) All of the mentioned
View Answer","Answer: b
Explanation: Valid trigger actions are INSERT, UPDATE and DELETE, or a combination of several, separated by commas."
379,"10. Triggers can be enabled or disabled with the ________ statement.
a) ALTER TABLE statement
b) DROP TABLE statement
c) DELETE TABLE statement
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: a
Explanation: You can also use the ALL keyword instead of a trigger name to enable/disable all of the triggers on a table in question."
380,"1. _____________ is special type of trigger based on CLR environment.
a) DML
b) DDL
c) LOGON
d) CLR
View Answer","Answer: d
Explanation: CLR integration of triggers has been introduced with SQL Server 2008 and allows for triggers to be coded in one of .NET languages like C#, Visual Basic and F#."
381,"2. Point out the correct statement.
a) Logon triggers are special type of trigger that fire when LOGON event of Sql Server is raised
b) DDL triggers are special type of trigger that fire when LOGON event of Sql Server is raised
c) DML triggers are special type of trigger that fire when LOGON event of Sql Server is raised
d) None of the mentioned
View Answer","Answer: a
Explanation: Logon event is raised when a user session is being established with Sql Server that is made after the authentication phase finishes."
382,"3. DDL triggers can be applied to __________ statement.
a) CREATE
b) UPDATE
c) DELETE
d) INSERT
View Answer","Answer: a
Explanation: In SQL Server we can create triggers on DDL statements (like CREATE, ALTER, and DROP)."
383,"4. INSTEAD of clause cannot be used for ____________ trigger.
a) DML
b) DDL
c) LOGON
d) CLR
View Answer","Answer: b
Explanation: We can use only FOR/AFTER clause in DDL triggers not INSTEAD OF clause means we can make only After Trigger on DDL statements."
384,"5. Point out the wrong statement.
a) DDL trigger can be used to observe and control actions performed on the server, and to audit these operations
b) DML trigger can be used to observe and control actions performed on the server, and to audit these operations
c) DDL triggers can be used to manage administrator tasks such as auditing and regulating database operations
d) None of the mentioned
View Answer","Answer: b
Explanation: DDL triggers are a special kind of trigger that fire in response to Data Definition Language (DDL) statements."
385,"6. Purpose of DDL Trigger is to _____________
a) Perform administrative tasks
b) Audit
c) Regulating database operations
d) All of the mentioned
View Answer","Answer: d
Explanation: DDL triggers fire in response to a variety of Data Definition Language (DDL) events."
386,"7. DDL triggers can only fire after the ______ statement has occurred.
a) DML
b) CLR
c) DDL
d) All of the mentioned
View Answer","Answer: c
Explanation: DDL Triggers can be set with either a Server scope or database scope."
387,"8. How many types of DDL Trigger is present in SQL Server?
a) 1
b) 2
c) 3
d) 4
View Answer","Answer: b
Explanation: Transact-SQL DDL Trigger and CLR DDL Trigger are two types of DDL Trigger."
388,"9. ____________ triggers do not create the special inserted and deleted tables.
a) DML
b) CLR
c) DDL
d) All of the mentioned
View Answer","Answer: c
Explanation: DDL triggers do not fire in response to events that affect local or global temporary tables and stored procedures."
389,"10. Scope of DDL triggers in SQL Server can be _____________
a) Server
b) Client
c) Views
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: a
Explanation: DDL triggers can be server-scoped or database-scoped. A database-scoped DDL trigger is simply called a database trigger."
390,"1. Which of the following is a way to build dynamic sql statements?
a) Writing a query with parameters
b) Using sp_executesql
c) Using EXEC
d) All of the mentioned
View Answer","Answer: d
Explanation: SQL Server offer three ways of running a dynamically built SQL statement."
391,"2. Point out the correct statement.
a) ODBC has the call ExecDirect
b) Few database systems provide the facilities for running SQL code directly against the database engine
c) The SQL code is not stored in the source program, but rather it is generated based on user input
d) None of the mentioned
View Answer","Answer: c
Explanation: The SQL code can include determining not only what objects are involved, but also the filter criteria and other qualifiers that define the set of data being acted on."
392,"3. Dynamic SQL Statements in SQL Server can be easily built using ________________
a) Cursor
b) Stored procedure
c) Function
d) All of the mentioned
View Answer","Answer: b
Explanation: Dynamic SQL is a term used to mean SQL code that is generated programmatically (in part or fully) by your program before it is executed."
393,"4. Which of the following is a calling syntax for sp_executesql?
a) sp_execute <@stmt> [<@param1 data_type>,<@param2 data_type>, …] 
b) sp_sql <@stmt> [<@param1 data_type>,<@param2 data_type>, …] 
c) sp_executesql <@stmt> [<@param1 data_type>,<@param2 data_type>, …] 
d) sp_executesql [<@param1 data_type>,<@param2 data_type>, …] 
View Answer","Answer: c
Explanation: Using sp_executesql to run dynamic statements gives us a couple advantages over EXEC that are worth noting."
394,"5. Point out the wrong statement.
a) The @stmt parameter in sp_executesql is a Unicode string containing valid SQL commands
b) The input type @Type is passed as the first parameter to sp_executesql
c) We can specify the parameters for both input and output in sp_executesql
d) None of the mentioned
View Answer","Answer: b
Explanation: The output type @retType is passed as the second parameter to sp_executesql."
395,"6. Below Code is procedure for dynamic SQL using ___________ parameter.a) input and output
b) input
c) output
d) all of the mentioned
View Answer","Answer: b
Explanation: The output of an SP could also be returned in an output parameter."
396,"7. The Dynamic SQL Queries in a variable are __________ until they are executed.
a) Compiled
b) Parsed
c) Checked for errors
d) All of the mentioned
View Answer","Answer: d
Explanation: A Dynamic SQL is needed when we need to retrieve a set of records based on different search parameters."
397,"8. The basic syntax for using EXECUTE command is ___________
a) SP_EXECUTE(@SQLStatement)
b) EXEC_SQL(@SQLStatement)
c) EXECUTE(@SQLStatement)
d) All of the mentioned
View Answer","Answer: c
Explanation:  EXECUTE command is demonstrated using :
SET @SQLQuery = 'SELECT * FROM tblEmployees
WHERE EmployeeID = ' + CAST(@EmpID AS NVARCHAR(10))
EXECUTE(@SQLQuery)
."
398,"9. Which of the following is a disadvantage of dynamic SQL?
a) Stored procedure can not cache the execution plan for this dynamic query
b) Stored procedure can cache the execution plan for this dynamic query
c) Flexibility in your code that you can not get with standard SQL
d) All of the mentioned
View Answer","Answer: a
Explanation: Stored procedure can not cache the execution plan for this dynamic query. So, for complex queries you will lose the performance boost that you usually gain with stored procedures."
399,"10. Which of the stored procedure used for dynamic SQL is prone to attacks?
a) xp_executesql
b) executesql
c) sp_execute
d) sp_executesql
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: d
Explanation: sp_executesql executes a Transact-SQL statement or batch that can be reused many times or one that has been built dynamically. Run time-compiled Transact-SQL statements can expose applications to malicious attacks."
400,"1. SQL injection is an attack in which _________ code is inserted into strings that are later passed to an instance of SQL Server.
a) malicious
b) redundant
c) clean
d) non malicious
View Answer","Answer: a
Explanation: SQL injection is a code injection technique, used to attack data-driven applications."
401,"2. Point out the correct statement.
a) Parameterized data cannot be manipulated by a skilled and determined attacker
b) Procedure that constructs SQL statements should be reviewed for injection vulnerabilities
c) The primary form of SQL injection consists of indirect insertion of code
d) None of the mentioned
View Answer","Answer: b
Explanation: Any procedure that constructs SQL statements should be reviewed for injection vulnerabilities because SQL Server will execute all syntactically valid queries that it receives."
402,"3. Which of the following script is example of SQL injection attack?
a)b)","Answer: a
Explanation: The script builds an SQL query by concatenating hard-coded strings together with a string entered by the user."
403,"4. Any user-controlled parameter that gets processed by the application includes vulnerabilities like ___________
a) Host-related information
b) Browser-related information
c) Application parameters included as part of the body of a POST request
d) All of the mentioned
View Answer","Answer: d
Explanation: SQL-injection exploit requires two things: an entry point and an exploit to enter."
404,"5. Point out the wrong statement.
a) SQL injection vulnerabilities occur whenever input is used in the construction of an SQL query without being adequately constrained or sanitized
b) SQL injection allows an attacker to access the SQL servers and execute SQL code under the privileges of the user used to connect to the database
c) The use of PL-SQL opens the door to these vulnerabilities
d) None of the mentioned
View Answer","Answer: c
Explanation: Dynamic SQL (the construction of SQL queries by concatenation of strings) opens the door to many vulnerabilities."
405,"6. Which of the stored procedure is used to test the SQL injection attack?
a) xp_write
b) xp_regwrite
c) xp_reg
d) all of the mentioned
View Answer","Answer: b
Explanation: xp_regwrite writes an arbitrary value into the Registry (undocumented extended procedure)."
406,"7. If xp_cmdshell has been disabled with sp_dropextendedproc, we can simply inject the following code?
a) sp_addextendedproc ‘xp_cmdshell’,’xp_log70.dll’
b) sp_addproc ‘xp_cmdshell’,’xp_log70.dll’
c) sp_addextendedproc ‘xp_cmdshell’,’log70.dll’
d) none of the mentioned
View Answer","Answer: a
Explanation: Security best practices for SQL Server recommends disabling xp_cmdshell in SQL Server 2000 (in SQL Server 2005 it is disabled by default). However, if we have sysadmin rights (natively or by bruteforcing the sysadmin password, see below), we can often bypass this limitation."
407,"8. Which of the following code can enable xp_cmdshell?
a)b)","Answer: a
Explanation: By default xp_cmdshell and couple of other potentially dangerous stored procedures are disabled in SQL Server 2005."
408,"9. Which of the following script is an example of Quick detection in the SQL injection attack?
a) SELECT loginame FROM master..sysprocesses WHERE spid = @@SPID
b) For integer inputs : convert(int,@@version)
c) IF condition true-part ELSE false-part (S)
d) SELECT header, txt FROM news UNION ALL SELECT name, pass FROM members
View Answer","Answer: b
Explanation: Quick detection attacks should throw conversion errors."
409,"10. _______________ is time based SQL injection attack.
a) Quick detection
b) Initial Exploitation
c) Blind SQL Injection
d) Inline Comments
View AnswerSanfoundry Global Education & Learning Series – SQL Server.","Answer: c
Explanation: Blind SQL Injection is just like sleep, wait for specified time."
410,"1. Which of the following operation cannot be performed in bulk?
a) Copy
b) Insert
c) Import
d) All of the mentioned
View Answer","Answer: d
Explanation: SQL Server supports bulk exporting data from a SQL Server table and for bulk importing data into a SQL Server table or non partitioned view."
